8	preface.md	謬	誘	贴合=0.89 方向=+0.04 领先=1.89
8	preface.md	濫	瀆	贴合=0.89 方向=+0.05 领先=1.89
11	1.md	灌	奠	贴合=0.97 方向=+0.06 领先=1.97
18	1.md	他們被帶進這希望	他們被帶進希望	贴合=0.74 方向=+0.03 领先=1.74
21	1.md	是多次	是多少次	贴合=0.98 方向=+0.02 领先=1.98
22	1.md	目	瞎	贴合=0.90 方向=+0.06 领先=0.58
31	2.md	謬	誘	贴合=0.77 方向=+0.06 领先=0.65
37	2.md	誨	諭	贴合=0.87 方向=+0.05 领先=0.82
38	2.md	並非要蔑視	並非是要蔑視	贴合=0.97 方向=+0.03 领先=1.97
42	2.md	一君王	一位君王	贴合=0.88 方向=+0.04 领先=1.88
45	2.md	像	比	贴合=0.74 方向=+0.06 领先=0.51
46	2.md	自誇	自詡	贴合=0.96 方向=+0.08 领先=0.72
51	3.md	地位置	地位	贴合=0.93 方向=-0.03 领先=1.93
62	3.md	比喻	意喻	贴合=0.96 方向=+0.04 领先=0.83
72	4.md	懸	愚	贴合=0.77 方向=+0.08 领先=1.77
72	4.md	往往是是指完成	往往是指完成	贴合=0.80 方向=+0.03 领先=1.80
74	4.md	間	問	贴合=0.87 方向=+0.04 领先=0.70
87	4.md	關於	關乎	贴合=0.89 方向=+0.06 领先=0.67
90	4.md	邪惡	邪慾	贴合=0.97 方向=+0.07 领先=0.62
96	5.md	不會再如以前	不再會如以前	贴合=0.93 方向=+0.05 领先=1.93
98	5.md	重生之前的個人的整個本性	重生之前的人的整個本性	贴合=0.97 方向=+0.03 领先=1.97
108	5.md	誤	謬	贴合=0.90 方向=+0.06 领先=0.52
109	5.md	因	由	贴合=0.94 方向=+0.06 领先=0.18
120	6.md	附	咐	贴合=0.78 方向=+0.09 领先=0.26
