13	preface.md	全书的宗旨	这全书的宗旨	页内1处 贴合=0.87 方向=-0.02 领先=1.87 …口这是毫无疑问的[全书的宗旨→这全书的宗旨]与论述完全是首尾…
15	preface.md	丰富	丰丰富	页内1处 贴合=1.00 方向=+0.03 领先=2.00 …的爱上帝把他的爱[丰富→丰丰富]地倾倒给我们当我…
19	1.md	强	僭	页内1处 贴合=0.86 方向=+0.06 领先=1.86 …使徒他并不是擅自[强→僭]夺使徒的职分他接…
27	1.md	可是	可见	页内1处 贴合=0.76 方向=+0.00 领先=1.76 …就等于他服侍上帝[可是→可见]他与那些假冒为善…
36	1.md	书	节	页内4处 贴合=0.94 方向=+0.06 领先=0.76 …明有的解经家从本[书→节]经文推测说保罗在…
37	1.md	造作上帝的形象	造上帝的形象	页内1处 贴合=0.94 方向=+0.03 领先=1.94 …都在疯狂地为自己[造作上帝的形象→造上帝的形象]这就足以证明他们…
37	1.md	他们既犯这种大罪	他们犯这种大罪	页内1处 贴合=0.85 方向=+0.02 领先=1.85 …悲惨的状态来对比[他们既犯这种大罪→他们犯这种大罪]尤不以为足他们甚…
44	2.md	人定诸恶为有罪	人定恶为有罪	页内1处 贴合=0.96 方向=+0.02 领先=1.96 …唯一真正的审判者[人定诸恶为有罪→人定恶为有罪]乃受上帝的灵感动…
50	2.md	应当受敬拜	应当敬拜	页内1处 贴合=0.85 方向=+0.02 领先=1.85 …们已经证明了上帝[应当受敬拜→应当敬拜]奸淫偷盗与杀人乃…
55	2.md	遭受	遭遇	页内1处 贴合=0.86 方向=+0.05 领先=1.86 …料到犹太人要为所[遭受→遭遇]的攻击而辩护那就…
60	3.md	交付	交托	页内1处 贴合=0.55 方向=+0.07 领先=1.55 …在于有上帝的圣言[交付→交托]给他们的事实而他…
60	3.md	所说的不如他心中所想的	所说的不如心中所想的	页内1处 贴合=0.95 方向=+0.02 领先=1.95 …因为他是词不达意[所说的不如他心中所想的→所说的不如心中所想的]若说国民的大部分…
91	4.md	国更得荣耀	国更荣耀	页内1处 贴合=0.62 方向=+0.02 领先=1.62 …己的力量使上帝的[国更得荣耀→国更荣耀]罗马书罗马书罗马…
98	4.md	未能考虑到上帝的能力	未能考虑上帝的能力	页内1处 贴合=0.57 方向=+0.02 领先=1.57 …到的缺陷若是我们[未能考虑到上帝的能力→未能考虑上帝的能力]大过我们的软弱我…
111	5.md	法律	律法	页内1处 贴合=0.56 方向=+0.00 领先=1.56 …们放纵自己时虽然[法律→律法]没有判他们的罪然…
113	5.md	指出	?（似「指在」或「指她在」，字迹不清）	页内3处 贴合=0.86 方向=-0.15 领先=0.77 …我说我们的罪乃是[指出→似指在或指她在字迹不清]我们体内伴随着我…
123	6.md	分有	有分	页内1处 贴合=0.94 方向=-0.06 领先=1.94 …是在基督的死上有[分有→有分]些解经家认为保罗…
131	6.md	借此	借着	页内1处 贴合=0.83 方向=+0.07 领先=1.83 …与律法的准则相符[借此→借着]我们的一切生活行…
174	8.md	我们这有圣灵初结果子的	我们也有圣灵初结果子的	页内1处 贴合=0.86 方向=+0.05 领先=1.86 …马书不但如此就是[我们这有圣灵初结果子的→我们也有圣灵初结果子的]也是自己心里叹息…
205	9.md	如同	如何	页内1处 贴合=0.86 方向=+0.05 领先=1.86 …明地彰显他的权能[如同→如何]某些学者解释本段…
207	9.md	将上帝的旨意放在最高的地位上	却把上帝的旨意放在最高的地位上	页内1处 贴合=0.84 方向=+0.07 领先=1.84 …此种方法来答复呢[将上帝的旨意放在最高的地位上→却把上帝的旨意放在最高的地位上]因只要有了上帝的…
215	9.md	徒劳无功	徒然无功	页内1处 贴合=0.78 方向=+0.00 领先=1.78 …成就什么他们都是[徒劳无功→徒然无功]原文上半句乃是义…
221	10.md	法律	律法	页内1处 贴合=0.67 方向=+0.06 领先=1.67 …耶稣基督来的约当[法律→律法]被用作这个受了限…
222	10.md	沉重	深重	页内1处 贴合=0.70 方向=+0.03 领先=1.70 …要叫他们自觉罪孽[沉重→深重]以至于因惧怕死亡…
236	11.md	最	既	页内2处 贴合=0.77 方向=+0.06 领先=0.71 …色列国的又因为他[最→既]被称为上帝所拣选…
243	11.md	福分	福祉	页内1处 贴合=0.60 方向=+0.04 领先=1.60 …们所藐视的上帝的[福分→福祉]可以临到外邦人而…
250	11.md	沉浸	沉溺	页内1处 贴合=0.95 方向=+0.05 领先=1.95 …他们会放纵自己而[沉浸→沉溺]在肉体的懒惰之中…
278	13.md	祂不是空空地	他是不空空地	页内1处 贴合=0.73 方向=+0.10 领先=1.73 …人来危害我们因为[祂不是空空地→他是不空空地]徒然地佩剑法官们…
281	13.md	不是真的义行	不是真的义	页内1处 贴合=0.96 方向=+0.02 领先=1.96 …不是说顺服律法就[不是真的义行→不是真的义]但是无人能完成律…
281	13.md	教训我们爱的本分	教训我爱的本分	页内1处 贴合=0.98 方向=+0.02 领先=1.98 …的唯一目的乃是要[教训我们爱的本分→教训我爱的本分]所以我们就当以各…
282	13.md	所谓趁早睡醒	所谓早睡醒	页内1处 贴合=0.86 方向=-0.02 领先=1.86 …督升起来照亮我们[所谓趁早睡醒→所谓早睡醒]他的意思是我们应…
282	13.md	他的意思是	他意思是	页内1处 贴合=0.91 方向=-0.03 领先=1.91 …亮我们所谓早睡醒[他的意思是→他意思是]我们应当预备自己…
290	14.md	同时他吩咐	同时也吩咐	页内1处 贴合=0.97 方向=+0.05 领先=1.97 …令就不会贸然行事[同时他吩咐→同时也吩咐]我们要忍受生命中…
299	15.md	你	我们	页内2处 贴合=0.89 方向=+0.09 领先=0.72 …建立许多人常需要[你→我们]过分地纵容他们的…
308	15.md	没有用处的	没有用的	页内1处 贴合=0.98 方向=+0.02 领先=1.98 …么单单受封为牧是[没有用处的→没有用的]保罗称扬他自己的…
312	15.md	作为比较	作比较	页内1处 贴合=0.94 方向=+0.03 领先=1.94 …次要的与主要的事[作为比较→作比较]他在哥林多前书章…
314	15.md	愿	按	页内4处 贴合=0.81 方向=-0.07 领先=0.67 …还算可以但我却宁[愿→按]按字面翻译因为保…
318	16.md	我认为是	我以为是	页内1处 贴合=0.97 方向=+0.05 领先=1.97 …这里所提的拿其数[我认为是→我以为是]罗马皇帝革老丢治…
