0	2	Adhonai	OK
1	2	Mai	Mal.
2	4	o/	of
3	4	room/or	room *for*
4	6	gener^	general
5	11	grammatical-	gramma-
6	11	Mo^t	Most
7	12	\^i^	ארץ
8	12	7w	עליל
9	12	tV^	בעל
10	13	^ell-founded	well-founded
11	14	Oy>	יָגֵל
12	16	TVi^y	שׁוּחַ
13	16	Xy\1-	נוּחַ
14	17	Hi^s	His
15	17	^IDD^	יִכְסוֹף
16	18	^^D	סֶלַע
17	18	oftvorthlessness	of worth-lessness
18	18	haters^	haters,
19	18	7my	?
20	18	ny	יִכָּחֲשׁוּ
21	18	xx^iii	xxviii
22	21	Kabbah	Rabbah
23	22	m£	me
24	22	th^	the
25	22	^HIO	כָּאֲרִי
26	22	D^lhiD	כָּאֲרִים
27	22	D\	כָּאֲרִים
28	22	1S3	כָּאֲרִים
29	22	D^S	כָּרִים
30	22	lion-	lion.
31	22	IKS	כָּאֲרִי
32	22	wii	אֵלִי
33	22	J^TjSt	אַיֶּלֶת
34	24	SlJi/'	לַשָּׁוְא
35	24	HU.^2	נָשָׂא
36	24	ii^i	נָשָׂא
37	24	^&lt	לַשָּׁוְא
38	24	^&lt	נָשָׂא לַשָּׁוְא
39	24	2J^7	לַשָּׁוְא
40	24	K^J	נָשָׂא
41	24	^&lt	נָשָׂא
42	24	ii.0	נָשָׂא
43	24	7not	not
44	24	^&lt	הוּא
45	25	Db'lVp	מֵעוֹלָם
46	25	translation/ro?w	translation *from*
47	32	TDTl	חָסִיד
48	35	i^D	סְגֹר
49	35	I^D	סָגַר
50	36	23rT	הַגֶּבֶר
51	36	Di^i	נְאֻם
52	36	^^B	פֶּשַׁע
53	36	D^?2	נְאֻם
54	36	yt£>l7	לָרָשָׁע
55	37	\verb	verb
56	37	D''l3	כָּרִים
57	37	upon/or	upon *for*
58	38	W^^n	חיים
60	39	mean/row	mean *from*
61	39	^li^lD	תּוֹשָׁב
62	41	y^p	יקבץ
63	42	27ie	The
64	44	fi-auduleutiy	fraudulently
65	45	^y	ix.
66	45	a.wife	?
67	46	u^	us.
68	47	■IIDT	זַמְּרוּ
69	48	mizmor	mizmôr
70	49	re/rain	refrain
71	49	iinus	Sons
72	49	xx\ii	xxvii.
73	49	/or	for
74	49	whofolloio	who follow
75	49	dv/elling	dwelling
76	49	xxx\di	xxxvii
77	49	iopraise	to *praise*
78	49	a^	as
79	55	hnithemselves	but them-selves
80	55	07ie	one
81	55	riytfiw	ἡγεμών
82	55	fear-	fear
83	56	M«	put
84	56	Tj	?
85	56	lij	נוֹד
86	56	iXi	נאד
87	56	Mai	Mal.
88	56	translated/c/Z/t/j^	translated *falling*
89	58	jc„	θυμός
90	60	defence^	defence,
91	63	marrow^	marrow
92	63	ar?fZ	and
93	65	near^	near,
94	66	/-itw«	praise
95	68	j^erhh	perish
96	68	/rom	from
97	68	en\7	envy
98	68	implication/rom	implication *from*
99	69	of/or	of *for*
100	69	D?l£^	שָׁלַם
101	69	i^yuh'^	שִׁלּוּמִים
102	72	heplentij	be plenty
103	72	>n^	יְהִי
104	72	y?0M?•^s^	flourish
105	72	ienominatio	denominatio
106	73	Said^	Said,
107	73	1^X?2	בָּעִיר
108	73	6f	6,
109	73	T^S	בָּעִיר
110	73	ITT3	בְּהָעִיר
111	73	toujnurs	toujours
112	74	n|^n	חַיַת
113	80	literally/or	?
114	80	^%/ace	thy face
115	84	PX	את
116	84	the/cms	the *fons*
117	84	IT^iD	מוֹרֶה
118	84	mi^	יוֹרֶה
119	85	nS	?
120	86	ah-eady	already
121	87	^br/ree	for free
122	88	theeimiplies	thee implies
123	89	£fixed	fixed
124	89	D^2I1	רַבִּים
125	90	apr-yer	a prayer,
126	91	means/rowi	means *from*,
127	93	\x	lx.
128	96	phrase/rom	phrase from
129	99	lx\a	lxvi.
130	100	iniH	הוֹדוּ
131	102	preposition/rom	preposition *from*
132	102	h^	ברא
133	103	i'^rtdvfMiav	ἐπιθυμίαν
134	103	auliendo	audiendo
135	104	yiJ^	אֶרֶץ
136	104	monies	montes
137	104	phrase/oiy^	phrase *fowl*
138	107	2I£^iQ	מוֹשַׁב
139	109	vcr	ver.
140	110	juventu^	juventus
141	110	prateritum	præte-ritum
142	115	they/eel	they feel
143	116	thankoflferings	thank-
144	118	translated/a?/m^	translated *falling*
145	118	lyta	מוֹעֵד
146	118	as/aras	as far as
147	118	cx\'i	cxvi
148	119	DJ	גַּם
149	119	pj	גל
150	119	rwe	me
151	122	ni^nii^	שֶׁחֻבְּרָה
152	130	watch/or	watch for
153	132	neighbournood	neighbour-nood
154	132	hasjhere	has here
155	132	prayer/or	prayer *for*
156	132	aficc^avrmv	ἀμαράντινον
157	132	CTifavov	στέφανον
158	135	sendelh	sendeth
159	136	plm-al	plural
160	138	strengthenedst	?
161	139	/or	for
162	139	literally/ear/i&lt	literally *fearful*
163	139	foetus	fœtus
164	139	j^^	לא
165	139	i^	לו
166	141	3My	My
167	144	ffe	He
168	144	ti-usL	trust.
169	144	^7NJ	אַלּוּף
170	148	preposition/row	preposition *from*
