8	preface.md	而出	而出生	贴合=0.94 方向=+0.03 领先=1.94
16	1.md	必须认识	必须要认识	贴合=0.76 方向=+0.04 领先=1.76
17	1.md	循环	环流	贴合=0.78 方向=+0.06 领先=1.78
20	1.md	环围	环绕	贴合=0.97 方向=+0.06 领先=1.97
23	1.md	某种	某个	贴合=0.70 方向=+0.05 领先=0.16
24	1.md	但他们却是如此愚钝	但他们是如此愚钝	贴合=0.97 方向=+0.03 领先=1.97
28	1.md	混沌	混浊	贴合=0.92 方向=+0.05 领先=1.92
28	1.md	错误	错谬	贴合=1.00 方向=+0.06 领先=0.78
30	1.md	误	谬	贴合=0.98 方向=+0.05 领先=0.65
38	1.md	这个动词	这一个动词	贴合=0.72 方向=+0.05 领先=1.72
41	1.md	我从普遍意义上理解	我从普遍意义上来理解	贴合=0.87 方向=+0.03 领先=1.87
45	1.md	其他人	其他的人	贴合=0.97 方向=+0.03 领先=0.72
48	1.md	错误	错谬	贴合=0.91 方向=+0.06 领先=0.55
50	1.md	我们这个时代	我们这时代	贴合=0.84 方向=+0.03 领先=1.84
60	1.md	基于	甚于	贴合=0.89 方向=+0.06 领先=0.61
60	1.md	超过	越过	贴合=0.88 方向=+0.06 领先=0.62
61	1.md	提问查询	提问询查	贴合=0.92 方向=+0.05 领先=1.92
64	1.md	几乎没有益处	几乎就没有益处	贴合=0.88 方向=+0.03 领先=1.88
73	2.md	用人一切事上	用人在一切事上	贴合=0.93 方向=+0.02 领先=1.93
73	2.md	带给我们的奢侈的刺激	带给我们的是奢侈的刺激	贴合=0.98 方向=+0.02 领先=1.98
78	2.md	因为我为你的殿心里焦急	因我为你的殿心里焦急	贴合=0.94 方向=+0.03 领先=1.94
79	2.md	但若有人伸手要除去它们	但若有个人伸手要除去它们	贴合=0.98 方向=+0.02 领先=1.98
79	2.md	而去作任何变革	而去做任何变革	贴合=0.97 方向=+0.05 领先=1.97
88	3.md	此次来到	此次到来	贴合=0.91 方向=+0.05 领先=1.91
91	3.md	在其上播种种子	在其上播种子	贴合=0.93 方向=+0.03 领先=1.93
93	3.md	但在在我看来	但在我看来	贴合=0.91 方向=-0.03 领先=1.91
96	3.md	单纯	简单	贴合=0.88 方向=+0.08 领先=1.88
96	3.md	装饰	妆饰	贴合=1.00 方向=+0.08 领先=2.00
103	3.md	他还住在地上时就说	他还住在地上的时候就说	贴合=0.87 方向=-0.04 领先=1.87
105	3.md	那里就只有	哪里就只有	贴合=0.97 方向=+0.06 领先=1.97
107	3.md	基督里	在基督里	贴合=0.94 方向=+0.03 领先=0.54
