10	1.md	一心想通过诋毁	一心想要通过诋毁	页内1处 贴合=1.00 方向=+0.02 领先=2.00 …人另外撒但的仆人[一心想通过诋毁→一心想要通过诋毁]让心意单纯的人疏…
13	1.md	寻不到	寻求不到	页内1处 贴合=1.00 方向=+0.03 领先=2.00 …寻求离开他什么也[寻不到→寻求不到]什么也不可能寻到…
13	1.md	不可能寻到	不可能寻求到	页内1处 贴合=0.93 方向=+0.04 领先=1.93 …也寻求不到什么也[不可能寻到→不可能寻求到]所以现在愿读者们…
16	1.md	因为我们要借着他复活	因为我们都要借着他复活	页内1处 贴合=0.81 方向=-0.02 领先=1.81 …从死里首先复生的[因为我们要借着他复活→因为我们都要借着他复活]因此基督被称为首…
18	1.md	不仅仅因为他第一个复活的	不仅仅因为他是第一个复活的	页内1处 贴合=0.90 方向=-0.01 领先=1.90 …从死里首先复生的[不仅仅因为他第一个复活的→不仅仅因为他是第一个复活的]而且他也使别人复…
20	1.md	所指的是魔鬼	所指是魔鬼	页内1处 贴合=0.97 方向=+0.02 领先=1.97 …义倘若把这解释为[所指的是魔鬼→所指是魔鬼]它是什么大有能力…
24	1.md	听说过、	听说过的、	页内1处 贴合=0.94 方向=+0.03 领先=1.94 …是整个教会都没有[听说过→听说过的]不曾知道的他这样…
36	2.md	都不被迷惑	都不要被迷惑	页内1处 贴合=0.98 方向=+0.02 领先=1.98 …罗在此希望每个人[都不被迷惑→都不要被迷惑]而要借着这个原则…
41	2.md	由此可以看出	由此可以看出来	页内1处 贴合=0.89 方向=+0.03 领先=1.89 …是人手所行的割礼[由此可以看出→由此可以看出来]他与假使徒展开了…
43	2.md	从比喻意义上理解	从比喻意义上来理解	页内1处 贴合=0.85 方向=-0.02 领先=1.85 …解这个短语也可以[从比喻意义上理解→从比喻意义上来理解]这个短语前者的含…
43	2.md	比喻意义上理解	比喻意义上来理解	页内1处 贴合=0.91 方向=-0.03 领先=1.91 …是局外人从后者的[比喻意义上理解→比喻意义上来理解]一方面确实是指肉…
45	2.md	这一方面也犯了错误	这方面也犯了错误	页内1处 贴合=0.93 方向=+0.03 领先=1.93 …于礼仪律但他们在[这一方面也犯了错误→这方面也犯了错误]因为他们没有解释…
51	2.md	那也只是不过是虚空的	那也只不过是虚空的	页内1处 贴合=0.91 方向=-0.03 领先=1.91 …似乎是顶天立地的[那也只是不过是虚空的→那也只不过是虚空的]全都是风所以我们…
60	3.md	常被用来代替将来时	常常被用来代替将来时	页内1处 贴合=0.95 方向=+0.03 领先=1.95 …用法圣经中现在时[常被用来代替将来时→常常被用来代替将来时]我更愿意不确定这…
60	3.md	是专门为他自己而设计	是专门为自己而设计	页内1处 贴合=0.88 方向=+0.03 领先=1.88 …受它仿佛这些应许[是专门为他自己而设计→是专门为自己而设计]另外愿我们惧怕关…
61	3.md	用	以	页内2处 贴合=0.77 方向=+0.06 领先=0.65 …警告人时他似乎是[用→以]间接的方式表明人…
61	3.md	但这也或许是更好的	但这也许是更好的	页内1处 贴合=0.90 方向=+0.03 领先=1.90 …洁一些我不太确定[但这也或许是更好的→但这也许是更好的]翻译不要向彼此说…
62	3.md	基督徒是包括一切	基督是包括一切	页内1处 贴合=0.84 方向=+0.03 领先=1.84 …展的方式加以补充[基督徒是包括一切→基督是包括一切]又住在各人之内如…
62	3.md	倘若那些礼仪存在	倘若有那些礼仪存在	页内1处 贴合=0.91 方向=+0.02 领先=1.91 …有它们存在的空间[倘若那些礼仪存在→倘若有那些礼仪存在]是不公正地对待基…
65	3.md	住在完全的和谐中	在完全的和谐中生活在一起	页内1处 贴合=0.56 方向=-0.06 领先=1.56 …林后所以我们可以[住在完全的和谐中→在完全的和谐中生活在一起]保罗又补充说归为…
