7	preface.md	χαρ	χατ	direct
7	preface.md	sait	scait	direct
8	preface.md	而出	而出生	direct
16	1.md	必须认识	必须要认识	direct
17	1.md	循环	环流	direct
20	1.md	环围	环绕	direct
23	1.md	某种	某个	ctx24
24	1.md	但他们却是如此愚钝	但他们是如此愚钝	direct
28	1.md	混沌	混浊	direct
28	1.md	错误	错谬	ctx18
30	1.md	误	谬	ctx24
31	1.md	hommes	homes	direct
31	1.md	d’être	d'estre	direct
31	1.md	enfants	enfans	direct
36	1.md	c’est à dire	e'est a dire	direct
38	1.md	这个动词	这一个动词	direct
41	1.md	我从普遍意义上理解	我从普遍意义上来理解	direct
45	1.md	其他人	其他的人	ctx24
46	1.md	不仅仅指约翰一人	并不仅仅指约翰一人	direct
48	1.md	错误	错谬	ctx24
50	1.md	说明	说	ctx24
50	1.md	我们这个时代	我们这时代	direct
51	1.md	δ αἴρων	ὁ αἴρων	direct
60	1.md	基于	甚于	ctx24
60	1.md	超过	越过	ctx24
61	1.md	提问查询	提问询查	direct
62	1.md	sincérite	syncerite	direct
64	1.md	几乎没有益处	几乎就没有益处	direct
71	2.md	virture	virtue	direct
72	2.md	avait	avoit	direct
73	2.md	用人一切事上	用人在一切事上	direct
73	2.md	带给我们的奢侈的刺激	带给我们的是奢侈的刺激	direct
78	2.md	因为我为你的殿心里焦急	因我为你的殿心里焦急	direct
79	2.md	但若有人伸手要除去它们	但若有个人伸手要除去它们	direct
79	2.md	而去作任何变革	而去做任何变革	direct
88	3.md	此次来到	此次到来	direct
91	3.md	在其上播种种子	在其上播种子	direct
93	3.md	但在在我看来	但在我看来	direct
96	3.md	单纯	简单	direct
96	3.md	装饰	妆饰	direct
103	3.md	他还住在地上时就说	他还住在地上的时候就说	direct
104	3.md	藐视	貌视	ctx24
105	3.md	那里就只有	哪里就只有	direct
107	3.md	基督里	在基督里	ctx24
107	3.md	乃是使	乃是要使	direct
108	3.md	他为审判到这世上	他为审判到这世上来	direct
108	3.md	是由于个别原因引起的	是由个别的原因引起的	direct
109	3.md	藐	貌	ctx24
111	3.md	错误	错谬	ctx24
112	3.md	普通人	普通的人	ctx24
112	3.md	avait	avoit	direct
113	3.md	因为我不依靠上帝	因为我们不依靠上帝	direct
115	3.md	从天上来的吗	从天上来吗	direct
125	4.md	重洗礼派	重洗派	direct
125	4.md	教政分离	政教分离	direct
132	4.md	自已	自己	direct
133	4.md	的手续统治犹太地时	的手统治犹太地时	direct
134	4.md	明显	显明	ctx24
134	4.md	任何人	任何一个人	ctx24
134	4.md	每个人	每一个人	ctx24
144	4.md	说明	说	ctx24
145	4.md	这种情况	这情况	ctx24
145	4.md	焦虑	焦心	direct
145	4.md	如果我们	若我们	direct
146	4.md	一点都不难忍受的	一点都不是难以忍受的	direct
149	4.md	小	少	ctx24
150	4.md	这就是我们自己能力所及	这是我们就自己能力所及	direct
152	4.md	πολύ	πολὶ	direct
156	4.md	每当上帝主要向我们施恩	每当上主要向我们施恩	direct
159	5.md	又信差我来的	又信差我来者的	direct
161	5.md	丧失	失丧	direct
162	5.md	到来	来到	direct
164	5.md	裤	褥	ctx24
165	5.md	裤	褥	ctx18
166	5.md	与	和	ctx24
166	5.md	裤子	褥子	direct
167	5.md	深刻在心上	深深刻在心上	direct
169	5.md	我们也可以这样说这是神迹的一部分	我们也可以说这是神迹的一部分	direct
171	5.md	上成为救赎主	上来成为救赎主	direct
174	5.md	甚	其	ctx24
178	5.md	因为他凭着	因为唯有他凭着	ctx24
178	5.md	形象	形像	ctx24
181	5.md	里面上帝	他里面的上帝	direct
183	5.md	为自己	为了自己	ctx24
189	5.md	就是因为想要被欺骗	就是因为他们想要被欺骗	direct
191	5.md	而不会理会那些恭维话	而不理会那些恭维话	direct
191	5.md	对他们仁慈的	对他们是仁慈的	direct
196	6.md	他们都蒙上帝的教训	他们都要蒙上帝的教训	direct
200	6.md	盘	盎	direct
201	6.md	绝大部分	极大部分	direct
204	6.md	将	把	ctx24
205	6.md	相连	相毗连	ctx24
206	6.md	因为我们断定	因为我们会断定	direct
207	6.md	这么多人	这么多的人	direct
208	6.md	基督徒门徒	基督门徒	direct
214	6.md	为滋养肉体	为了滋养肉体	direct
214	6.md	在地上和天之间	在地和天之间	direct
216	6.md	就有一种能力	就有的一种能力	direct
218	6.md	欢	爱	ctx24
222	6.md	藐	貌	ctx24
236	6.md	因为它它是属灵的	因为它是属灵的	direct
238	6.md	不合适的	不合宜的	direct
238	6.md	是他门徒的人	是他的门徒的人	direct
240	6.md	都都是同一个心	都是同一个心	direct
241	6.md	丧失	失丧	direct
248	7.md	在这件事上	在这事上	ctx24
248	7.md	有好的	友好的	direct
248	7.md	属于肉体	属乎肉体	direct
249	7.md	disorder	disordre	direct
253	7.md	误	谬	ctx24
254	7.md	就能知道	就知道	direct
258	7.md	扩展	扩延	ctx24
263	7.md	离开这个世界	离开这世界	direct
273	7.md	因为轻视他吗	因为他们轻视他吗	direct
275	7.md	睛	瞎	ctx24
276	7.md	所有其他人	所有其他的人	direct
284	8.md	审视	审察	direct
285	8.md	不受惩罚而洋洋得意	不受到惩罚而洋洋得意	direct
288	8.md	他乃是完全不同的身份	他乃是有完全不同的身份	direct
288	8.md	知道自己的从哪里来	知道自己从哪里来	direct
291	8.md	福音只一度传给他们	福音只是一度传给他们	direct
296	8.md	他们的上帝的命令	他们的是上帝的命令	direct
296	8.md	眼睛	瞎眼	ctx12
298	8.md	这并不是指	这不是指	direct
300	8.md	某种	某些	ctx24
302	8.md	就越会说	就越是说	direct
305	8.md	因为有虚假的	因为他们有虚假的	direct
305	8.md	珥	玛	direct
307	8.md	何处	此处	direct
310	8.md	他们在他自己身上找不到	他们在他身上找不到	direct
314	8.md	把	将	ctx24
314	8.md	藐视	貌视	ctx24
317	8.md	几千年前	几千年之前	direct
330	9.md	因此也许很多奉承者	因此也许是很多奉承者	direct
336	9.md	最高统治者	最高的统治者	direct
336	9.md	错误	错谬	ctx24
337	9.md	大部分人	大部分的人	direct
339	9.md	以	依	ctx24
340	9.md	我们都不不要轻视那人	我们都不要轻视那人	direct
343	9.md	属	屑	ctx24
344	9.md	因为不能忍受	因为他们不能忍受	direct
345	9.md	藐视	貌视	ctx24
349	10.md	错误	错谬	ctx24
352	10.md	错误	错谬	ctx24
354	10.md	基督徒	基督门徒	ctx24
355	10.md	错误	错谬	ctx24
367	10.md	需要	要	ctx24
367	10.md	深刻	深深刻	direct
370	10.md	属	屑	ctx24
378	11.md	深刻在他们的心上	深深刻在他们的心上	direct
379	11.md	那里	哪里	ctx18
379	11.md	乃是拯救世人	乃是要拯救世人	direct
379	11.md	对自己的全部敬畏	对他的全部敬畏	direct
380	11.md	被认为不是顺服	被认为是不顺服	direct
381	11.md	跟随	跟从	ctx24
382	11.md	θανάτου	θανάτουυ	direct
397	11.md	用	以	ctx24
398	11.md	磋商	磋商会	ctx24
403	11.md	甚	其	ctx24
405	12.md	那里	哪里	ctx24
405	12.md	从天上来	从天上来说	direct
409	12.md	拣选了一个人	拣选了一个这样的人	direct
409	12.md	关心穷人之事	关心穷人的事	direct
412	12.md	但在被钉十字架之前	但在他被钉十字架之前	direct
414	12.md	他对我们的所说的话	他对我们所说的话	direct
415	12.md	因为我们心里感到厌烦	因我们心里感到厌烦	direct
417	12.md	已经看到	就已经看到	ctx24
417	12.md	δόνου	ὄνου	direct
418	12.md	起初	起先	direct
421	12.md	丧失	失丧	ctx8
422	12.md	丧失生命	失丧生命	direct
425	12.md	合适	合宜	direct
435	12.md	错误的	是错误的	direct
436	12.md	藐视	貌视	ctx24
439	12.md	属于	属乎	ctx24
440	12.md	那里	哪里	ctx24
442	13.md	soupe	souppe	direct
446	13.md	他还不不断地反驳他	他还不断地反驳他	direct
447	13.md	适	宜	ctx24
448	13.md	不不再	不再	direct
453	13.md	合适	合宜	direct
455	13.md	企图为了自己	企图为自己	direct
462	13.md	基督徒	基督门徒	direct
471	14.md	依靠	信靠	ctx24
473	14.md	戒	诫	ctx24
474	14.md	这句重复的话一点都不多余	这句重复的话一点都不是多余的	direct
478	14.md	dwellth with you	dwelleth with you	direct
483	14.md	忠心地讲授	在忠心地讲授	direct
497	15.md	才	就	ctx24
498	15.md	我要以信心领会	我们要以信心领会	direct
502	15.md	于	乎	ctx24
503	15.md	乃是激励他们	乃是要激励他们	direct
504	15.md	藐视	貌视	ctx24
