preface	classify	pparent, or of such a nature as to repress the wish to classify the psalms and reduce them to some systematic order. T	?	17
preface	redacteur	ment was the work of Ezra, the inspired collector and *redacteur* of the canon, so that even if nothing more should eve	?	19
preface	denominatio	 to Jews and Christians, as the Psalms of David. This *denominatio a potiori* is entirely correct, as all the other write	?	19
preface	potiori	hristians, as the Psalms of David. This *denominatio a potiori* is entirely correct, as all the other writers of the 	?	19
2	\will	ations, races, *will imagine, i. e.* are imagining and \will continue to imagine, *vanity,* a vain thing, something	will	21
2	ha3	se before us, and from Dan. ix. 26, the name *Messiah* ha3, before the Advent, come into use among the Jews as a 	had	21
2	Herod	-27, this description is applied to the combination of Herod and Pilate, Jews and Gentiles, against Jesus Christ, n	Herod	21
2	Adhonai	 clause. *The Lord,* not *Jehovah,* as in ver. 2, but *Adhonai,* the Hebrew word properly denoting *Lord* or *Soverei	?	22
2	declare^	n lips the law or constitution of his kingdom. *1 will declare^* or *let me declare,* the same form of the verb as in 	?	23
2	Mai	Deut. xiv. 1, 2, xxxii. 6; Isa. lxiii. 16; Hos. xi. 1; Mai. i. 6; Rom ix. 4.) Nor will any explanation of the term	?	23
2	co-extensive	 Messiah's kingdom, in which its limits are defined as co-extensive with the earth. <span class="ax-anchor" id="psalms-2-	co-exten-sive	25
2	Th^t	been accompanied by that of power adequate to hold it. Th^t power was to be exercised in wrath as well as mercy. T	That	25
2	paid	, and his Son, as the sovereign to whom homage must be paid, in order to escape destruction. *Kiss the Son,* an an	paid	26
3	individualised	ord and his Anointed. In the third it is still further individualised as a conflict between David, the great historical type	individualised	27
3	fleeing	occasion of the composition. *A Psalm of David, in his fleeing,* when he fled, *from the face,* from the presence, or	fleeing	27
3	Habakkuk	imes in the Psalms, and three times in the prophecy of Habakkuk. It corresponds to *rest,* either as a noun or verb, an	Habakkuk	28
3	07i	le psalm, and is therefore preferable to the version, *07i thy people (is) thy blessing,* which, though equally g	on	30
4	Habakkuk	s, and at the close of the one in the third chapter of Habakkuk. A more specific musical direction follows. *In, on,* o	Habakkuk	30
4	o/	of righteousness,* my righteous God! Compare *my hill* o/" *holiness,* Ps. ii. 6, and *his hill of holiness,* Ps	?	30
4	room/or	e heretofore experienced, *thou hast widened,* or made room/or *me,* the corresponding figure for relief. All he asks	?	30
4	actuated	y either signify an object of the divine mercy, or one actuated by religious love. If both ideas are included, which i	?	31
4	clamour	r heart,* to yourselves, and not aloud, much less with clamour, what you have to say. The Hebrew verb does not mean t	clamour	32
4	E.y	here they can be instantly supplied from the context. *E.y.* Exod.xix. 25, " So Moses went unto the people and *sa	E. g.	32
4	Exod.xix	hey can be instantly supplied from the context. *E.y.* Exod.xix. 25, " So Moses went unto the people and *said* (not *s	Exod. xix.	32
4	7more	 my heart, *i.e.* a real, inward, heartfelt gladness, *7more than the time,* or more than when, *i.e.* more than th	more than the time,	33
5	c/we	g">(1).</span></span> *To my words, 0 Lord,* Jehovah, *c/we ear, perceive my thought.* Attend not only to my vocal	give ear	35
5	2G	e no less significant to God than language (Rom. viii. 2G, 27). The second verb suggests the idea of attention, 	26	35
5	succour	 a wall or tower in anxious expectation of approaching succour. A similar use of the same verb occurs in Hab. ii. 1, a	succour	35
5	harboured	d, that the impunity of sinners would appear as if God harboured and abetted them, and therefore must be inconsistent w	harboured	36
5	be/ore	my enemies,* that they may not triumph; *make straight be/ore my face thy way, i. e.* mark out a safe and easy path 	before	37
6	quousque	deliverance? This question, in its Latin form, *Domine quousque,* was Calvin's favourite ejaculation in his times of s	quousque	39
6	gener^	* any remembrance of thee. *In Sheol,* the grave, as a gener^ receptacle, here parallel to *death,* and, like it, me	?	39
6	xx^	nemies, i. e.* of their vexatious conduct. Compare Ps. xx^. 10 (9). In these two verses he resumes the description	xxxi.	40
7	Virgil	e, or in the secondary one of poetical composition, as Virgil says, I sing the man and arms, *i.e.* they are the sub	Virgil	41
7	kinsmen	m. ix. 1, 2; xvi. 6, 11) and Shimei, who, indeed, were kinsmen. This explanation of the word *Cush* is less forced tha	?	41
7	repaid	>5 <span class="ax-veng">(4).</span></span> *If I have repaid my friend,* one at peace with me, *evil, and spoiled,*	repaid	42
8	Gitti	th), would seem, from its form, to be the feminine of *Gitti,* ■which always means a Gittite or inhabitant of Gath.	?	45
8	■which	ld seem, from its form, to be the feminine of *Gitti,* ■which always means a Gittite or inhabitant of Gath. See Josh	?	45
8	Jehovah^	="ax-vnum">2 <span class="ax-veng">(1).</span></span> *Jehovah^ our Lord,* not of the Psalmist only, but of all men, a	Jehovah,	46
8	■whose	 stop the mouths of all malignant railers against God, ■whose cavils and sophisms are put to shame by the instinctiv	whose	46
8	ver^e	milar to that of the expressions used in the preceding ver^e. <!-- PAGE 48 --> <span class="ax-anchor" id="psalms-8	?	47
8	fi:om	 perfection, the Psalmist here comes back to the point fi:om which he started, and closes with a solemn repetition 	from	48
9	Al-muth-labben	span class="ax-vnum">1.</span> *To the Chief Musician, Al-muth-labben.* This enigmatical title has been variously explained. 	Al-muth-labben	49
9	labben	understand it as descriptive of the subject, and make *labben* an anagram of *Nabal,* the name of one of David's ene	labben	49
9	almuth	ccurring in the title of Ps. xlvi., or a cognate form *almuth,* and explain *labben* to mean *for Ben,* or *the (chi	almuth	49
9	labben	of Ps. xlvi., or a cognate form *almuth,* and explain *labben* to mean *for Ben,* or *the (children of) Ben,* one of	labben	49
9	Kesheth	 18, where David's elegy on Saul appears to be called *Kesheth* or the *Bow,* because that word is a prominent expres	Kesheth	49
9	6r	e one of simply doing justice, whether to the innocent 6r guilty. See Deut. x. 18; 1 Kings viii. 45, 49; Ps. cxl	or	50
9	co-extensive	le reaching far beyond the house of Israel, and indeed co-extensive with the earth. *Tell,* declare, make known, *in,* amo	?	51
10	^of	 will hide,* watch secretly, or lie in wait. From sins ^of word he now proceeds to those of deed or outward actio	of	57
10	th^	 in the first clause, by a collective singular, and in th^ second by a plural proper, that of the unusual word us	the	58
10	•thee	serve, as something to be recompensed hereafter. *Upon •thee the sufferer will leave* (his burden), will rely. *An 	thee	59
10	li^	 till nothing more is left to punish. The Hebrew verb (li^")l) has then the same sense as in ver. 4, 13, above, a	דרש	59
10	Y'^^^	here are those translated *to defy* (ערץ) and *earth* (Y'^^^)• This peculiarity of form, if really designed and sig	ארץ	60
10	æstus	inal; *e.g. m.* the Vulgate version of Gen. viii. 22, *æstus* and *æstas,* and in that of Gen. xii. 16, *oves et bo	æstus	60
10	æstas	m.* the Vulgate version of Gen. viii. 22, *æstus* and *æstas,* and in that of Gen. xii. 16, *oves et boves.* 	æstas	60
10	oves	22, *æstus* and *æstas,* and in that of Gen. xii. 16, *oves et boves.* 	oves	60
10	boves	us* and *æstas,* and in that of Gen. xii. 16, *oves et boves.* 	boves	60
11	grammatical-	 and judge the conduct of his creatures. By an equally grammatical-, tical but less natural construction, the whole verse 	?	61
11	Odit	uivalent to *he hates,* but denotes a cordial hatred. *Odit ex animo.* He hates with all his heart. <span class="	Odit	62
11	animo	 to *he hates,* but denotes a cordial hatred. *Odit ex animo.* He hates with all his heart. <span class="ax-anchor"	animo	62
11	nien	pan class="ax-vnum">6.</span> *He will rain on wicked (nien) snares, fire and brimstone, and a raging wind, the po	men	62
11	Mo^t	eech transferred from polytheism to the true religion. Mo^t probably, however, it was intended to express the fuln	?	62
12	hyperbolical	. xxvi. 2. In either case, the whole verse is a strong hyperbolical description of the small number of good men left in th	?	63
12	are^	ve said, By our tongues will we do mightily; our lips {are^ with us: who is lord to us,* or over us? This is an am	are)	64
12	poor^	he desolation of the wretched, from the sighing of the poor^ now will I arise, shall Jehovah say, I will place in s	poor,	64
12	te^m	h, refined seven times.* The Psalmist does not use the te^m commonly translated *words,* but one derived from the 	term	64
12	\^i^	rth,* or earthy particles, it has been objected, that *\^i^* never means earth as a material. Some avoid this diff	?	64
12	7w	that they attach a supposititious meaning to the noun *7w)3-* It is therefore explained by some as a variation o	?	64
12	tV^	-* It is therefore explained by some as a variation of tV^, lord or master, and the whole clause made to mean, *p	?	64
12	the~	ngular in the second, refer to the same persons, viz., the~ sufferers mentioned in ver. 7 (6). By a licence common	the'	65
12	Jl^Ptj	3 may denote either time or resemblance, and the noun. Jl^Ptj which occurs nowhere else, has been variously explaine	זלות	65
13	HU'^JJ^-	oes from that of the sixth, to wit, by the omission of HU'^JJ^- <span class="ax-anchor" id="psalms-13-1"></span><span	בנגינות	66
13	H^lJ	w long? for ever?* It may also be avoided by giving to H^lJ the sense of continuously, uninterruptedly. But even t	נֶצַח	66
13	•me	y heart by day? Till when shall my enemy he high above •me?* The idea in the first clause seems to be that of accu	me?	66
13	&lt	stood: (how long shall I feel) sorrow in my heart? The &lt;;common version, *having sorrow,* conveys the same ide	common	66
13	^ell-founded	God, i. e.* one on whom I have a right to call, with a ^ell-founded hope of being heard. See above on Ps. iii. 8 (7).— *En	?	66
13	ZOiDhi	d, *triumph.* See above, on Ps. ii. 11.—The last verb (ZOiDhi) has the same sense as in Ps. x. 6, viz., that of bein	אֶמּוֹט	67
13	^Dil	 of it. See above, Ps. v. 12 (11), ix. 3 (2). The verb ^Dil, which occurs above in Ps. vii. 5 (4), corresponds mos	גָּמַל	67
14	ver..1-3	e first a description of human depravity as universal, ver..1-3; then a confident anticipation of destructive judgment	ver. 1-3	68
14	then-	he speedy deliverance of God's elect from the evils of then- natural condition and from the malice of their unconve	their	68
14	^J>i	" No God!" *i. e.* Oh that there were no God!—because ]^J>i in usage always includes the substantive verb, and den	אֵין	68
14	apostatised	></span><span class="ax-vnum">3.</span> *The whole has apostatised; together they have putrefied; there is none doing goo	apostatised	69
14	'^n	sive act or event. The etymological import of the verb '^n?}^^ is to turn sour, to spoil. It is applied to moral d	נאלחו	69
14	Vaticanus	on of this psalm, where it is still found in the Codex Vaticanus, as well as in the Vulgate, and even in one or two Heb	Vaticanus	69
14	m-	shed for would consist in God's revisiting his captive m- afflicted people. The sense is also admissible, if not	or	70
14	L^t	xxv. 6 (4), Isa. lii. 8, Hos. vi. 11, Nah. ii. 3 (2). *L^t Jacob shout (for joy)!* This is both an exhortation an	Let	70
14	Oy>	 The common version is forbidden by the optative form *Oy>)* of the Hebrew verb, and by the masoretic interpuncti	?	70
15	olxiToi	, believers are described as members of God's family *(olxiToi ro\J* ©soD). <span class="ax-anchor" id="psalms-15-2"	οἰκεῖοι	71
15	ro\J	ers are described as members of God's family *(olxiToi ro\J* ©soD). <span class="ax-anchor" id="psalms-15-2"></sp	τοῦ	71
15	©soD	e described as members of God's family *(olxiToi ro\J* ©soD). <span class="ax-anchor" id="psalms-15-2"></span><sp	Θεοῦ	71
15	Horace	. 1. A remarkably analogous expression is that used by Horace: *integer vitae scelerisque purus.* The next phrase, *d	Horace	71
15	vitae	 analogous expression is that used by Horace: *integer vitae scelerisque purus.* The next phrase, *doing right,* pr	vitae	71
15	scelerisque	gous expression is that used by Horace: *integer vitae scelerisque purus.* The next phrase, *doing right,* practising rec	scelerisque	71
15	7J\	nd determined by the previous course of life. The verb 7J\*1 seems strictly to denote the act of busy or officiou	רגל	72
15	^&lt	ive it the same sense as in Gen. xxxi. 17, where *7)3* ^&lt;^£^3 means to lift up upon, *i. e.* to burden. The ide	נשא על	72
15	lOiQM	 all danger. Compare Ps. lv. 23 (22). For the sense of lOiQM, see above, on Ps. x. 6, xiii. 5. 	אֱמוֹט	72
16	Michtab	* and signifies a mystery or secret. The similar word *Michtab* in the title of Hezekiah's psalm (Isa. xxxviii. 9) is	Michtab	73
16	DH''^^^	o a very similar form, which would mean *their idols* (DH''^^^), as if to suggest that false gods are mere troubles a	עַצְּבֵיהֶם	74
16	their^	either let it be heard out of thy mouth." The pronoun *their^* in this whole clause, refers not to the worshippers b	?	74
16	yea^	 fallen to me in pleasant things (or pleasant places); yea^ my heritage is goodly.* The *lines* here spoken of are	yea,	75
16	below.^	 Lev. xix. 10, Job xxxix. 14, and in Ps. xlix. 11 (10) below.^—*Hell* is here to be taken in its wide old English sen	below.—	76
16	in''Dn	 Ps. iv. 4 (3). The textual reading is a plural form ("in''Dn), the singular (חסידך) being a marginal correction or 	חסידיך	76
16	contend	חסידך) being a marginal correction or *keri.* The Jews contend for the former, and most Christians for the latter, wh	?	76
16	TVi^y	6.—It has been disputed whether *שחת* is derived from *TVi^y* and means a pit, or from שחת and means corruption. Bo	?	76
16	Xy\1-	a different sense and gender, as derived from נחת and *Xy\1-* The use of this equivocal expression may have been in	?	76
17	■view	e considered as a just one. *Shall come forth,* to the ■view of others, shall be seen and recognised in its true ch	view	78
17	CAal	men's thoughts are least under restraint, and when the CAal, if there be any, is most certain of detection. Purged	evil	78
17	^As	"psalms-17-4"></span><span class="ax-vnum">4.</span> *(^As) to the works of man, by the word of thy lips I have k	(As)	79
17	D^^&lt	 which man is naturally prone. The generic term *man* (D^^&lt;) is often used in reference to the sinful infirmities	אָדָם	79
17	lOli^	ment, and in reliance on it as an authority.—The verb (lOli^) translated *kept* properly means *watched,* and is el	שָׁמַר	79
17	\n3	eep away from* or *keep out of* danger.—From the verb (\n3) to break forth, elsewhere applied to gross iniquities	פָּרַץ	79
17	V^IB	ss iniquities (Hos. ' - T iv. 2.) comes the adjective (V^IB) violent, outrageous, here used as an epithet of the f	פָּרִיץ	79
17	vdlt	 heretofore, and do so still, because I know that thou vdlt hear me." It is needless to observe how much the sente	wilt	79
17	y^0^^	 12 (11), x. 11, 12. xvi. 1. —*My speech,* what I say, y^0^^ from אמר to say. <span class="ax-anchor" id="psalms-1	אִמְרָה	79
17	l£^3!li	fe, called *deadly enemies* in the English version. Or l£^3!li may be construed with the verb: surround me eagerly (w	בְנַפְשִׁי	80
17	presentdanger	bt still continue to surround me." In this description presentdanger is included, whereas if we substitute the present form	present danger	80
17	to/ai	erives some illustration from Judg. iii. 22. Some give to/ai the specific sense of *heart,* which is said to have i	to fat	80
17	Hi^s	psalms-17-12"></span><span class="ax-vnum">12.</span> *Hi^s likeness (is) as a lion; he is craving to tear; and as	His	80
17	^IDD^	ix refers to the enemy as an ideal person. The future (^IDD^) means that he is just about to feel or gratify the ap	?	80
17	/rum	s the proposition in the same sense before both nouns—"/rum the men, I say, *and from* the evil world." " *World* 	*from*	81
18	Da\id	 promises referred to, and applying them not merely to Da\id as an individual, but to his posterity for ever, thus 	David	82
18	Jericho	mpare " Judah and Jerusalem," Isa. i. 1; "the land and Jericho," Josh. ii. 1. This form of expression does not imply 	?	82
18	occm-s	ow, but am resolved to do so for ever. The verb itself occm-s nowhere else in its primitive form, but often in one o	?	83
18	sro^yri	ost intimate attachment, being properly expressive of *sro^yri,* or parental love. The noun translated *strength* is 	στοργὴ	83
18	^^D	ation of two different words in Hebrew. As the *rock* (^^D) of the first clause suggests the idea of concealment 	?	83
18	Zacharias	In Luke i. 69, the same phrase is applied to Christ by Zacharias. The last term in the description belongs to the same c	?	83
18	are-	prayer before him will come, into his ears.* The verbs are- in the future, because they express the feelings not o	are	85
18	^yiriT	nd *quake,* corresponds to that of the original verbs (^yiriT li^yjpll). A reflexive or emphatic passive form of the	וַתִּגְעַשׁ	85
18	li^yjpll	ke,* corresponds to that of the original verbs (^yiriT li^yjpll). A reflexive or emphatic passive form of the first ve	וַתִּרְעַשׁ	85
18	^hi	d (or enkindled) to him* with an ellipsis of the noun (^hi) *anger.* The full construction may be found in Deut. 	אַף	85
18	wa'i	, both denoting anger, and suggested by the phrase *it wa'i inflamed to him* in the preceding verse. Compare Deut.	was	85
18	&lt	to the fire and smoke at Sinai, Exod. xix. 18. *From* "&lt; may have reference *to fire;* but the nearest anteced	it	85
18	vapom-s	ral, and seems properly to designate the whole body of vapom-s constituting the visible heavens or sky. A somewhat si	vapours	86
18	oftvorthlessness	allusion, in the figures of this verse, to the *floods oftvorthlessness* in ver 5 (4), and the *bands of hell* in ver. 6 (5). 	?	86
18	exUv	e say *stretch out, e. g.* in the parallel passage Ps. exUv. 7. (See also Gen. viii. 9, xlviii. 14). The noun, howe	cxliv.	87
18	Heivillfree	ax-vnum">18 <span class="ax-veng">(17).</span></span> *Heivillfree me from my enemy* (because he is) *strong, and from my	He will free	87
18	haters^	me from my enemy* (because he is) *strong, and from my haters^ because they are mightier than I.* The futures are to 	haters,	87
18	7my	*my enemy strong,* maybe understood as simply meaning *7my strong enemy*; but the true construction seems to be i	my	87
18	fleeing	avid here alludes to his sufferings in early life when fleeing before Saul; see above on ver. 3 (2). o20 (19). *And 	fleeing	87
18	o20	fe when fleeing before Saul; see above on ver. 3 (2). o20 (19). *And brought me out into the tvideplace; he will	20	87
18	tvideplace	on ver. 3 (2). o20 (19). *And brought me out into the tvideplace; he will save me because he. delights in me.* The cons	wide place	87
18	apostatised	an> *For I have kept the ways of Jehovah, and have not apostatised from my God.* The Lord's ways are the ways which he ma	apostatised	88
18	3My	ause undoubtedly contains a confession of corruption. *3My iniquity* can only mean that to which I am naturally p	My iniquity	88
18	T\	cious* has been chosen to represent the similar term \*T\*DrT, for the comprehensive use of which we see above, 	חָסִיד	89
18	DrT	us* has been chosen to represent the similar term \*T\*DrT, for the comprehensive use of which we see above, on P	חָסִיד	89
18	hnng	lt save the afflicted people, and lofty eyes thou wilt hnng down.* Another general description of God's dealings w	bring down	89
18	The/or	d which were actually past at the time of composition. The/or, as in the two preceding verses, connects the illustra	The for	90
18	/or	-29 (26-28). " This is certainly God's mode of dealing,/or I know that he will deal thus with me." *In thee,* and	for	90
18	The/or	 God save Jehovah? And who is a rock besides our God?* The/or shews that this verse gives the ground of the strong a	The for	90
18	31aking	ax-vnum">34 <span class="ax-veng">(33).</span></span> *31aking my feet like hinds, and on my heights he makes me stan	Making	91
18	3My	 masculine or feminine pronoun to some whole species. *3My heights,* those which are to be mine by right of conqu	My	91
18	w«	ver. 30 (29) above. For both reasons swiftness of foot w«,s prized in the heroic age, as appears from Homer's st	was	91
18	Achilles	c age, as appears from Homer's standing description of Achilles. See 2 Sam. ii. 18, 1 Chron. xii. 8. <span class="ax-a	Achilles	91
18	ny	 But as the corresponding form of the verb to *lie {Mi}ny)* is used by Moses actively in Deut. xxxiii. 29, to wh	?	92
18	DSTV	shall be the God of my salvation.* The first phrase, *(DSTV* ^n) which is elsewhere always used as a formula of sw	יְהוָֹה	93
18	^n	be the God of my salvation.* The first phrase, *(DSTV* ^n) which is elsewhere always used as a formula of sweari	חַי	93
18	TiVdH	 interpreters confounded with a kindred phrase *{T}''* TiVdH) *vive le roi, (long) live the king,* and regarded as 	הַמֶּלֶךְ	93
18	le	 confounded with a kindred phrase *{T}''* TiVdH) *vive le roi, (long) live the king,* and regarded as a kind of 	le	93
18	^^nother	to David, and to his seed unto eternity.* We have here ^^nother instance of the favourite construction which connects 	another	94
18	xx^iii	e very same expressions are employed. Compare also Ps. xx^iii. 8, lxxxiv. 10 (9), and Ps. lxxxix, *passim.* <!-- PAG	?	94
18	tv/o	ch. xxxvi.-xxxix. If this be a correct hypothesis, the tv/o forms of the eighteenth psalm may be treated as distin	two	95
19	worJcqf	n> *The heavens (are)telling the glory of God, and the worJcqf his hands (is) the firmament declaring.* The participl	work of	95
19	co-extensive	as here. The idea is, that their province or domain is co-extensive with the earth, and that they speak with authority eve	co-extensive	96
19	pro\'ided	 God expressed in ver. 2 (1) above.— *Fitched a tent,* pro\'ided a dwelling, or without a figure, assigned a place. *In	provided	96
19	co-extensive	 wide domain described in the first clause. It must be co-extensive with the earth, because the sun which visits the whole	co-extensive	96
19	do^on	nt. The Hebrew preposition properly means *up to* (or *do^on to)* their very extremity. <span class="ax-anchor" id	?	97
19	^e	ilful, and high-handed sins, such as are deprecated in ^e next verse. See Lev. iv. 2-27, Num. xv. 27. Against su	the	99
19	DnTj	or the prevention of deliberate ones. The Hebrew word (DnTj properly denotes proud men, but seems to be here appli	זֵדִים	99
19	xvii.28	aring Exod. xxi. 14, Deut. xvii. 12, xviii. 22, 1 Sam. xvii.28.—To be perfect has the same sense as in Ps. x\'iii. 24-	xvii. 28	99
19	x\'iii	m. xvii.28.—To be perfect has the same sense as in Ps. x\'iii. 24-26 (23-25). That it does not there mean sinless per	xviii	99
19	forgiven	e foregoing prayers. If his sins of ignorance could be forgiven, and the deliberate sins, to which his natural corrupt	for-given	99
19	d'C	my mouth and the meditation of my heart he acceptable, d'C.* It is much more natural, however, to connect the word	&c.	99
20	^^T^i	ause seems to involve an allusion to the *memorial* (^"^^T^i), a name given in the sacrificial ritual to that part 	אַזְכָּרָה	100
20	undertaken	re. *Thy counsel,* the plan which thou hast formed and undertaken to execute in God's name, and for the protection or de	undertaken	101
20	73li	refore not as a mere secular triumph. The second verb (73li) seems to be connected with a noun (7^"!) used by Mose	נִדְגֹּל	101
20	translated/row	ebrew idiom, one of them a very strong one. The phrase translated/row *his holy heavens* might seem to mean *the heavens of 	translated *from*	101
20	salvum	of the first clause: "Jehovah, save the king" *(Domine salvum fac regem).* But this not only violates the masoretic 	salvum	102
20	fac	first clause: "Jehovah, save the king" *(Domine salvum fac regem).* But this not only violates the masoretic acce	fac	102
20	regem	t clause: "Jehovah, save the king" *(Domine salvum fac regem).* But this not only violates the masoretic accents, w	regem	102
21	withholden	ast given unto him, and the quest of his lips hast not withholden. Selah.* The occasion of the joy and exultation mention	withholden	103
21	withholden	egative expressions of the same idea *(given* and *not withholden)* is a favourite Hebrew idiom. <span class="ax-anchor	withholden	103
21	Kabbah	golden crown which he took from the Ammonitish king of Kabbah (2 Sam. xii. 30), but to his ideal coronation by the g	?	103
21	^viii	he plural form suggests variety and fulness, as in Ps. ^viii. 51 (50), xx. 7 (6). *By thy countenance,* or *with thy	xviii	104
21	yinrf	intended, it is probably not greater than that between yinrf *and find out* in English. <span class="ax-anchor" id	find	105
21	iky	em as if they were in a fiery furnace. *At the time of iky presence,* literally *thy face,* which may be understo	thy	105
22	three-	 have been in all ages. The psalm may be divided into three- nearly equal parts. The first pleads the necessity of 	three	106
22	rtiy	hou forsaken me, far from my deliverance, the words of rtiy roaring?* In this verse and the next we have the suffe	my	106
22	/Nl	 name here used is the one descriptive of God's power (/Nl), and may therefore be considered as including the ide	אֵל	106
22	^enthroned	tain the primary meaning of the Hebrew verb, *sitting (^enthroned upon) the praises of Israel.* <span class="ax-anchor"	(enthroned	107
22	savedst	n> *In thee trusted our fathers; they trusted and thou savedst them.* Not only was Jehovah the covenant God of Israel	savedst	107
